time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
5.80000000,1.10671976,0.69148842,1.37199983,0.13869020,-0.09740287,-0.00132731,-0.38958304,0.10764720,-0.10225759,-0.02620623,0.01371819,-0.00011679,-0.13031880,-0.20360862,-0.26232312,-0.01725530,0.01364608,0.00035197,0.17327523,-0.07085541,-0.36353451,0.91257759
5.90000000,1.06776146,0.70225314,1.36177407,0.13606958,-0.09603105,-0.00133899,-0.40261492,0.08728633,-0.12848990,-0.02793176,0.01508280,-0.00008159,-0.10946574,-0.21311812,-0.25781040,-0.01531889,0.01266159,0.00036226,0.17363860,-0.07150461,-0.36160072,0.91322595
6.00000000,1.02749997,0.71098178,1.34892508,0.13327640,-0.09452277,-0.00134715,-0.41356149,0.06597452,-0.15427094,-0.02946365,0.01634896,-0.00004536,-0.08837361,-0.22112001,-0.25263151,-0.01349468,0.01173354,0.00037037,0.17380983,-0.07197576,-0.35941153,0.91402023
6.10000000,0.98614382,0.71757923,1.33349799,0.13033004,-0.09288788,-0.00135169,-0.42239885,0.04386252,-0.17953409,-0.03081312,0.01752231,-0.00000833,-0.06711681,-0.22754245,-0.24685222,-0.01180522,0.01087308,0.00037619,0.17380257,-0.07224205,-0.35695469,0.91496289
6.20000000,0.94390393,0.72196548,1.31554458,0.12724873,-0.09113565,-0.00135252,-0.42911053,0.02110827,-0.20421931,-0.03199364,0.01860962,0.00002929,-0.04577635,-0.23231920,-0.24051772,-0.01026929,0.01008895,0.00037959,0.17363274,-0.07227676,-0.35421673,0.91605581
6.30000000,0.90099288,0.72407631,1.29512265,0.12404936,-0.08927469,-0.00134959,-0.43368817,-0.00212365,-0.22827108,-0.03302057,0.01961851,0.00006725,-0.02444491,-0.23538944,-0.23365015,-0.00890139,0.00938723,0.00038049,0.17331834,-0.07205372,-0.35118309,0.91730008
6.40000000,0.85762406,0.72386394,1.27229554,0.12074731,-0.08731283,-0.00134287,-0.43613266,-0.02566259,-0.25163610,-0.03391071,0.02055724,0.00010530,-0.00323176,-0.23669818,-0.22624733,-0.00771110,0.00877097,0.00037883,0.17287907,-0.07154786,-0.34783821,0.91869598
6.50000000,0.81401079,0.72129768,1.24713193,0.11735624,-0.08525711,-0.00133234,-0.43645584,-0.04933241,-0.27426083,-0.03468182,0.02143433,0.00014318,0.01773280,-0.23619763,-0.21828284,-0.00670264,0.00823999,0.00037457,0.17233585,-0.07073563,-0.34416578,0.92024276
6.60000000,0.77036521,0.71636444,1.21970585,0.11388805,-0.08311368,-0.00131802,-0.43468256,-0.07295217,-0.29608912,-0.03535208,0.02225833,0.00018064,0.03829415,-0.23384931,-0.20970776,-0.00587426,0.00779064,0.00036771,0.17171009,-0.06959549,-0.34014901,0.92193858
6.70000000,0.72689696,0.70906922,1.19009694,0.11035285,-0.08088784,-0.00129996,-0.43085314,-0.09633710,-0.31705989,-0.03593951,0.02303740,0.00021741,0.05827158,-0.22962701,-0.20045392,-0.00521800,0.00741567,0.00035827,0.17102291,-0.06810823,-0.33577125,0.92378033
6.80000000,0.68381164,0.69943551,1.15839095,0.10675890,-0.07858410,-0.00127821,-0.42502598,-0.11929980,-0.33710528,-0.03646131,0.02377896,0.00025324,0.07745887,-0.22352038,-0.19043893,-0.00471948,0.00710420,0.00034628,0.17029421,-0.06625721,-0.33101670,0.92576336
6.90000000,0.64130904,0.68750553,1.12468042,0.10311277,-0.07620621,-0.00125289,-0.41728010,-0.14165184,-0.35614918,-0.03693325,0.02448938,0.00028787,0.09562755,-0.21553874,-0.17957250,-0.00435804,0.00684198,0.00033184,0.16954158,-0.06402843,-0.32587152,0.92788133
7.00000000,0.59958103,0.67334035,1.08906550,0.09941944,-0.07375727,-0.00122410,-0.40771734,-0.16320571,-0.37410643,-0.03736906,0.02517358,0.00032105,0.11253332,-0.20571489,-0.16776395,-0.00410728,0.00661168,0.00031505,0.16877945,-0.06141047,-0.32032514,0.93012582
7.10000000,0.55880930,0.65701978,1.05165486,0.09568253,-0.07123991,-0.00119200,-0.39646401,-0.18377720,-0.39088282,-0.03777979,0.02583475,0.00035255,0.12792564,-0.19410821,-0.15493014,-0.00393590,0.00639356,0.00029604,0.16801818,-0.05839431,-0.31437189,0.93248609
7.20000000,0.51916290,0.63864206,1.01256657,0.09190456,-0.06865644,-0.00115674,-0.38367144,-0.20318802,-0.40637584,-0.03817338,0.02647410,0.00038216,0.14156025,-0.18080662,-0.14100317,-0.00380894,0.00616625,0.00027497,0.16726361,-0.05497302,-0.30801267,0.93494868
7.30000000,0.48079575,0.61832326,0.97192899,0.08808722,-0.06600903,-0.00111853,-0.36951542,-0.22126869,-0.42047615,-0.03855427,0.02709073,0.00040966,0.15321376,-0.16592699,-0.12593713,-0.00368932,0.00590771,0.00025201,0.16651685,-0.05114147,-0.30125671,0.93749724
