t,J1,J2,J3,J4,J5,J6
6.767676767676767291e+00,-1.246834754943847656e+00,-8.748860359191894531e-01,2.843082666397094727e+00,-1.843633294105529785e+00,-2.233426332473754883e+00,6.251850128173828125e-01
6.868686868686868507e+00,-1.340035080909729004e+00,-7.737735509872436523e-01,2.850857019424438477e+00,-1.887903571128845215e+00,-2.357688188552856445e+00,7.971687316894531250e-01
6.969696969696969724e+00,-1.421769738197326660e+00,-6.851000785827636719e-01,2.857675075531005859e+00,-1.926727652549743652e+00,-2.466663360595703125e+00,9.479949474334716797e-01
7.070707070707070940e+00,-1.490639805793762207e+00,-6.103833913803100586e-01,2.863420009613037109e+00,-1.959440946578979492e+00,-2.558486223220825195e+00,1.075081586837768555e+00
7.171717171717171269e+00,-1.545467376708984375e+00,-5.509012937545776367e-01,2.867993593215942383e+00,-1.985484123229980469e+00,-2.631586313247680664e+00,1.176255464553833008e+00
7.272727272727272485e+00,-1.585314035415649414e+00,-5.076718330383300781e-01,2.871317386627197266e+00,-2.004411458969116211e+00,-2.684713125228881836e+00,1.249784946441650391e+00
7.373737373737373701e+00,-1.609497785568237305e+00,-4.814350605010986328e-01,2.873334646224975586e+00,-2.015898704528808594e+00,-2.716956853866577148e+00,1.294411897659301758e+00
7.474747474747474918e+00,-1.617605447769165039e+00,-4.726390838623046875e-01,2.874011039733886719e+00,-2.019749879837036133e+00,-2.727766513824462891e+00,1.309372901916503906e+00
7.575757575757575246e+00,-1.617605447769165039e+00,-4.726391732692718506e-01,2.874011039733886719e+00,-2.019749879837036133e+00,-2.727766513824462891e+00,1.309372901916503906e+00
7.676767676767676463e+00,-1.610686063766479492e+00,-4.706174433231353760e-01,2.861717224121093750e+00,-2.011110305786132812e+00,-2.716098308563232422e+00,1.303771972656250000e+00
7.777777777777777679e+00,-1.590046167373657227e+00,-4.645867645740509033e-01,2.825046300888061523e+00,-1.985339164733886719e+00,-2.681293249130249023e+00,1.287065029144287109e+00
7.878787878787878896e+00,-1.556038975715637207e+00,-4.546504318714141846e-01,2.764625549316406250e+00,-1.942877769470214844e+00,-2.623947143554687500e+00,1.259537935256958008e+00
7.979797979797979224e+00,-1.509246468544006348e+00,-4.409783482551574707e-01,2.681488752365112305e+00,-1.884452342987060547e+00,-2.545040845870971680e+00,1.221661567687988281e+00
8.080808080808081328e+00,-1.450469017028808594e+00,-4.238045215606689453e-01,2.577058553695678711e+00,-1.811062574386596680e+00,-2.445924520492553711e+00,1.174084186553955078e+00
8.181818181818181657e+00,-1.380712628364562988e+00,-4.034227728843688965e-01,2.453121900558471680e+00,-1.723964333534240723e+00,-2.328294277191162109e+00,1.117619633674621582e+00
8.282828282828281985e+00,-1.301170587539672852e+00,-3.801817893981933594e-01,2.311798810958862305e+00,-1.624647736549377441e+00,-2.194162607192993164e+00,1.053234219551086426e+00
8.383838383838384090e+00,-1.213204145431518555e+00,-3.544793725013732910e-01,2.155508279800415039e+00,-1.514812469482421875e+00,-2.045825004577636719e+00,9.820296764373779297e-01
8.484848484848484418e+00,-1.118318080902099609e+00,-3.267551660537719727e-01,1.986923694610595703e+00,-1.396337389945983887e+00,-1.885818839073181152e+00,9.052240848541259766e-01
8.585858585858586522e+00,-1.018136262893676758e+00,-2.974835634231567383e-01,1.808929800987243652e+00,-1.271249771118164062e+00,-1.716882109642028809e+00,8.241317272186279297e-01
8.686868686868686851e+00,-9.143726229667663574e-01,-2.671654820442199707e-01,1.624572277069091797e+00,-1.141690015792846680e+00,-1.541905641555786133e+00,7.401401400566101074e-01
