t,J1,J2,J3,J4,J5,J6
5.252525252525252597e+00,-5.350112318992614746e-01,1.091007590293884277e+00,2.190391302108764648e+00,-7.378731369972229004e-01,-5.589316487312316895e-01,1.054684072732925415e-01
5.353535353535353813e+00,-5.512066483497619629e-01,1.076158165931701660e+00,2.164615154266357422e+00,-7.450238466262817383e-01,-5.617983937263488770e-01,1.047174260020256042e-01
5.454545454545454142e+00,-5.799234509468078613e-01,1.049828171730041504e+00,2.118910551071166992e+00,-7.577031254768371582e-01,-5.668815970420837402e-01,1.033858358860015869e-01
5.555555555555555358e+00,-6.227977275848388672e-01,1.010517358779907227e+00,2.050673007965087891e+00,-7.766333222389221191e-01,-5.744707584381103516e-01,1.013977527618408203e-01
5.656565656565656575e+00,-6.803971529006958008e-01,9.577051997184753418e-01,1.958999633789062500e+00,-8.020650148391723633e-01,-5.846664905548095703e-01,9.872687608003616333e-02
5.757575757575757791e+00,-7.523544430732727051e-01,8.917285799980163574e-01,1.844474792480468750e+00,-8.338361978530883789e-01,-5.974037051200866699e-01,9.539023041725158691e-02
5.858585858585858119e+00,-8.375009298324584961e-01,8.136589527130126953e-01,1.708958268165588379e+00,-8.714307546615600586e-01,-6.124755144119262695e-01,9.144199639558792114e-02
5.959595959595959336e+00,-9.340000152587890625e-01,7.251802682876586914e-01,1.555373311042785645e+00,-9.140377640724182129e-01,-6.295568943023681641e-01,8.696734905242919922e-02
6.060606060606060552e+00,-1.039481401443481445e+00,6.284659504890441895e-01,1.387492656707763672e+00,-9.606106877326965332e-01,-6.482281684875488281e-01,8.207619190216064453e-02
6.161616161616161769e+00,-1.151172995567321777e+00,5.260573625564575195e-01,1.209727764129638672e+00,-1.009925603866577148e+00,-6.679987907409667969e-01,7.689706236124038696e-02
6.262626262626262097e+00,-1.266036748886108398e+00,4.207403659820556641e-01,1.026914119720458984e+00,-1.060641288757324219e+00,-6.883308887481689453e-01,7.157084345817565918e-02
6.363636363636363313e+00,-1.380900859832763672e+00,3.154231905937194824e-01,8.441002368927001953e-01,-1.111356854438781738e+00,-7.086630463600158691e-01,6.624461710453033447e-02
6.464646464646464530e+00,-1.492592453956604004e+00,2.130146026611328125e-01,6.663353443145751953e-01,-1.160671830177307129e+00,-7.284336686134338379e-01,6.106548756361007690e-02
6.565656565656565746e+00,-1.598073482513427734e+00,1.163004636764526367e-01,4.984549283981323242e-01,-1.207244634628295898e+00,-7.471049427986145020e-01,5.617434158921241760e-02
6.666666666666666963e+00,-1.694572448730468750e+00,2.782201766967773438e-02,3.448704481124877930e-01,-1.249851584434509277e+00,-7.641862630844116211e-01,5.169970169663429260e-02
6.767676767676767291e+00,-1.779718875885009766e+00,-5.024755001068115234e-02,2.093540430068969727e-01,-1.287446141242980957e+00,-7.792580723762512207e-01,4.775147140026092529e-02
6.868686868686868507e+00,-1.851676464080810547e+00,-1.162245273590087891e-01,9.482860565185546875e-02,-1.319217443466186523e+00,-7.919953465461730957e-01,4.441480711102485657e-02
6.969696969696969724e+00,-1.909276247024536133e+00,-1.690369844436645508e-01,3.154516220092773438e-03,-1.344649314880371094e+00,-8.021911382675170898e-01,4.174391180276870728e-02
7.070707070707070940e+00,-1.952150106430053711e+00,-2.083474397659301758e-01,-6.508207321166992188e-02,-1.363579273223876953e+00,-8.097802400588989258e-01,3.975585848093032837e-02
